date,country,device_type,video_category,video_title,users,users_dod,video_plays
2024-07-31,India,desktop,drama,Conan the Librarian,0,,0
2024-08-01,India,desktop,drama,Conan the Librarian,0,,0
2024-08-02,India,desktop,drama,Conan the Librarian,0,,0
2024-08-03,India,desktop,drama,Conan the Librarian,0,,0
2024-08-04,India,desktop,drama,Conan the Librarian,0,,0
2024-08-05,India,desktop,drama,Conan the Librarian,0,,0
2024-08-06,India,desktop,drama,Conan the Librarian,0,,0
2024-08-07,India,desktop,drama,Conan the Librarian,0,,0
2024-08-08,India,desktop,drama,Conan the Librarian,0,,0
2024-08-09,India,desktop,drama,Conan the Librarian,0,,0
2024-08-10,India,desktop,drama,Conan the Librarian,0,,0
2024-08-11,India,desktop,drama,Conan the Librarian,0,,0
2024-08-12,India,desktop,drama,Conan the Librarian,0,,0
2024-08-13,India,desktop,drama,Conan the Librarian,0,,0
2024-08-14,India,desktop,drama,Conan the Librarian,0,,0
2024-08-15,India,desktop,drama,Conan the Librarian,0,,0
2024-07-17,India,mobile,education,Raul's Wild Kingdom,188,1.0,603
2024-07-18,India,mobile,education,Raul's Wild Kingdom,205,1.0947503540467596,596
2024-07-19,India,mobile,education,Raul's Wild Kingdom,218,1.0663422329944368,665
2024-07-20,India,mobile,education,Raul's Wild Kingdom,239,1.1005332106437102,688
2024-07-21,India,mobile,education,Raul's Wild Kingdom,280,1.173741767736647,829
2024-07-22,India,mobile,education,Raul's Wild Kingdom,278,0.9928589124860354,846
2024-07-23,India,mobile,education,Raul's Wild Kingdom,208,0.7503741885179027,629
2024-07-24,India,mobile,education,Raul's Wild Kingdom,128,0.6161100297036566,356
2024-07-25,India,mobile,education,Raul's Wild Kingdom,98,0.7679360280426636,296
2024-07-26,India,mobile,education,Raul's Wild Kingdom,89,0.9144828532329726,267
2024-07-27,India,mobile,education,Raul's Wild Kingdom,98,1.1112271025688052,295
2024-07-28,India,mobile,education,Raul's Wild Kingdom,131,1.3405682546800346,376
2024-07-29,India,mobile,education,Raul's Wild Kingdom,192,1.4718637437181996,570
2024-07-30,India,mobile,education,Raul's Wild Kingdom,302,1.5761836645165428,921
2024-07-31,India,mobile,education,Raul's Wild Kingdom,374,1.2392731619122974,1040
2024-08-01,India,mobile,education,Raul's Wild Kingdom,305,0.8165997726036228,876
2024-08-02,India,mobile,education,Raul's Wild Kingdom,151,0.49567373129161985,424
2024-08-03,India,mobile,education,Raul's Wild Kingdom,96,0.636751733901508,281
2024-08-04,India,mobile,education,Raul's Wild Kingdom,78,0.8133953686080884,230
2024-08-05,India,mobile,education,Raul's Wild Kingdom,78,1.000889213407165,217
2024-08-06,India,mobile,education,Raul's Wild Kingdom,89,1.143890818553286,250
2024-08-07,India,mobile,education,Raul's Wild Kingdom,118,1.329588459413035,329
2024-08-08,India,mobile,education,Raul's Wild Kingdom,177,1.5010367918654868,539
2024-08-09,India,mobile,education,Raul's Wild Kingdom,272,1.5408584214465266,798
2024-08-10,India,mobile,education,Raul's Wild Kingdom,405,1.4921259875549333,1140
2024-08-11,India,mobile,education,Raul's Wild Kingdom,528,1.3058163116305614,1594
2024-08-12,India,mobile,education,Raul's Wild Kingdom,63,0.12053798296253948,182
2024-08-13,India,mobile,education,Raul's Wild Kingdom,20,0.33266338778986965,60
2024-08-14,India,mobile,education,Raul's Wild Kingdom,10,0.5347124987948005,30
2024-08-15,India,mobile,education,Raul's Wild Kingdom,7,0.747963958918322,21
2024-07-17,India,desktop,education,Raul's Wild Kingdom,763,1.0,2444
2024-07-18,India,desktop,education,Raul's Wild Kingdom,781,1.0239355040817224,2218
2024-07-19,India,desktop,education,Raul's Wild Kingdom,866,1.1099890957299896,2588
2024-07-20,India,desktop,education,Raul's Wild Kingdom,941,1.0875971596950393,2619
2024-07-21,India,desktop,education,Raul's Wild Kingdom,1080,1.1478261081642631,3004
2024-07-22,India,desktop,education,Raul's Wild Kingdom,1056,0.9785277346783403,3032
2024-07-23,India,desktop,education,Raul's Wild Kingdom,834,0.7904023499376607,2419
2024-07-24,India,desktop,education,Raul's Wild Kingdom,619,0.7429967603349797,1741
2024-07-25,India,desktop,education,Raul's Wild Kingdom,515,0.8327922043666856,1554
2024-07-26,India,desktop,education,Raul's Wild Kingdom,512,0.9960960988778778,1546
2024-07-27,India,desktop,education,Raul's Wild Kingdom,601,1.174369020539535,1777
2024-07-28,India,desktop,education,Raul's Wild Kingdom,818,1.3624546239339108,2325
2024-07-29,India,desktop,education,Raul's Wild Kingdom,1130,1.3814861926314104,3407
2024-07-30,India,desktop,education,Raul's Wild Kingdom,1392,1.23259863425524,3955
2024-07-31,India,desktop,education,Raul's Wild Kingdom,964,0.6927371886488285,2766
2024-08-01,India,desktop,education,Raul's Wild Kingdom,621,0.644225881547865,1854
2024-08-02,India,desktop,education,Raul's Wild Kingdom,425,0.684443521846455,1256
2024-08-03,India,desktop,education,Raul's Wild Kingdom,379,0.8930604867645835,1088
2024-08-04,India,desktop,education,Raul's Wild Kingdom,417,1.1017034678313218,1210
2024-08-05,India,desktop,education,Raul's Wild Kingdom,516,1.237466458302145,1571
2024-08-06,India,desktop,education,Raul's Wild Kingdom,717,1.3913345081286466,2143
2024-08-07,India,desktop,education,Raul's Wild Kingdom,997,1.3911686389491353,2978
2024-08-08,India,desktop,education,Raul's Wild Kingdom,1408,1.4125447680985947,4122
2024-08-09,India,desktop,education,Raul's Wild Kingdom,1461,1.0380156851845088,4107
2024-08-10,India,desktop,education,Raul's Wild Kingdom,1198,0.820650104935485,3475
2024-08-11,India,desktop,education,Raul's Wild Kingdom,865,0.7225319964838548,2635
2024-08-12,India,desktop,education,Raul's Wild Kingdom,523,0.6048476599396186,1470
2024-08-13,India,desktop,education,Raul's Wild Kingdom,388,0.743431875796167,1138
2024-08-14,India,desktop,education,Raul's Wild Kingdom,350,0.9024235833893681,1055
2024-08-15,India,desktop,education,Raul's Wild Kingdom,371,1.0603356557589376,1053
2024-07-17,India,mobile,game shows,Wheel of Fish,483,1.0,1546
2024-07-18,India,mobile,game shows,Wheel of Fish,523,1.0837493913323655,2497
2024-07-19,India,mobile,game shows,Wheel of Fish,539,1.0307423281924217,2546
2024-07-20,India,mobile,game shows,Wheel of Fish,587,1.0895822319719555,2745
2024-07-21,India,mobile,game shows,Wheel of Fish,674,1.1497341676139499,3253
2024-07-22,India,mobile,game shows,Wheel of Fish,699,1.0384001285218243,3305
2024-07-23,India,mobile,game shows,Wheel of Fish,583,0.8349017977815464,2756
2024-07-24,India,mobile,game shows,Wheel of Fish,387,0.6650715450130786,1924
2024-07-25,India,mobile,game shows,Wheel of Fish,314,0.8114988611826103,1468
2024-07-26,India,mobile,game shows,Wheel of Fish,280,0.8927410689634484,1310
2024-07-27,India,mobile,game shows,Wheel of Fish,308,1.101211566597874,1486
2024-07-28,India,mobile,game shows,Wheel of Fish,379,1.2310367134076727,1845
2024-07-29,India,mobile,game shows,Wheel of Fish,507,1.3397855875184905,2447
2024-07-30,India,mobile,game shows,Wheel of Fish,660,1.303192724829563,3025
2024-07-31,India,mobile,game shows,Wheel of Fish,789,1.1955205587536748,3651
2024-08-01,India,mobile,game shows,Wheel of Fish,740,0.9386454063690259,3712
2024-08-02,India,mobile,game shows,Wheel of Fish,544,0.7356969724250662,2702
2024-08-03,India,mobile,game shows,Wheel of Fish,404,0.7433910707364224,1890
2024-08-04,India,mobile,game shows,Wheel of Fish,357,0.8851826526211856,1654
2024-08-05,India,mobile,game shows,Wheel of Fish,361,1.012886607865216,1795
2024-08-06,India,mobile,game shows,Wheel of Fish,386,1.069894384700743,1824
2024-08-07,India,mobile,game shows,Wheel of Fish,457,1.1861180876557271,2250
2024-08-08,India,mobile,game shows,Wheel of Fish,589,1.2898769360620363,2954
2024-08-09,India,mobile,game shows,Wheel of Fish,739,1.2552463916964105,3634
2024-08-10,India,mobile,game shows,Wheel of Fish,847,1.1466517868631685,4125
2024-08-11,India,mobile,game shows,Wheel of Fish,892,1.0536591165802038,4387
2024-08-12,India,mobile,game shows,Wheel of Fish,469,0.5268312057337563,2287
2024-08-13,India,mobile,game shows,Wheel of Fish,263,0.562250953052792,1232
2024-08-14,India,mobile,game shows,Wheel of Fish,184,0.7031035065262463,873
2024-08-15,India,mobile,game shows,Wheel of Fish,170,0.927267093353567,797
2024-07-17,India,desktop,game shows,Wheel of Fish,439,1.0,1405
2024-07-18,India,desktop,game shows,Wheel of Fish,449,1.0235965252695798,2252
2024-07-19,India,desktop,game shows,Wheel of Fish,461,1.028743520390549,2137
2024-07-20,India,desktop,game shows,Wheel of Fish,511,1.1097730442019855,2342
2024-07-21,India,desktop,game shows,Wheel of Fish,621,1.21578872997749,3054
2024-07-22,India,desktop,game shows,Wheel of Fish,614,0.989597444092973,2991
2024-07-23,India,desktop,game shows,Wheel of Fish,491,0.800577839342125,2393
2024-07-24,India,desktop,game shows,Wheel of Fish,348,0.709910407546719,1730
2024-07-25,India,desktop,game shows,Wheel of Fish,279,0.8045091868280457,1403
2024-07-26,India,desktop,game shows,Wheel of Fish,261,0.9378408044078436,1299
2024-07-27,India,desktop,game shows,Wheel of Fish,301,1.15503091483882,1438
2024-07-28,India,desktop,game shows,Wheel of Fish,404,1.3448796427054823,1931
2024-07-29,India,desktop,game shows,Wheel of Fish,564,1.396877112737101,2611
2024-07-30,India,desktop,game shows,Wheel of Fish,779,1.3820470229001063,3569
2024-07-31,India,desktop,game shows,Wheel of Fish,713,0.9158613381356651,3473
2024-08-01,India,desktop,game shows,Wheel of Fish,493,0.6918851941110575,2282
2024-08-02,India,desktop,game shows,Wheel of Fish,325,0.6604458901700527,1522
2024-08-03,India,desktop,game shows,Wheel of Fish,263,0.8092410295473427,1318
2024-08-04,India,desktop,game shows,Wheel of Fish,266,1.0135581411150405,1220
2024-08-05,India,desktop,game shows,Wheel of Fish,314,1.1832709039024716,1441
2024-08-06,India,desktop,game shows,Wheel of Fish,401,1.2793548316784304,1858
2024-08-07,India,desktop,game shows,Wheel of Fish,519,1.294553427884547,2427
2024-08-08,India,desktop,game shows,Wheel of Fish,680,1.3112576248784784,3280
2024-08-09,India,desktop,game shows,Wheel of Fish,788,1.159271995007214,3875
2024-08-10,India,desktop,game shows,Wheel of Fish,744,0.9454118064430228,3519
2024-08-11,India,desktop,game shows,Wheel of Fish,606,0.8153714927538954,2836
2024-08-12,India,desktop,game shows,Wheel of Fish,343,0.5672176860359155,1673
2024-08-13,India,desktop,game shows,Wheel of Fish,238,0.6961971836945771,1093
2024-08-14,India,desktop,game shows,Wheel of Fish,194,0.8192203202376197,967
2024-08-15,India,desktop,game shows,Wheel of Fish,197,1.0181641716268217,933
2024-07-17,India,mobile,sports,Dog Racing from Rio de Janeiro,74,1.0,239
2024-07-18,India,mobile,sports,Dog Racing from Rio de Janeiro,80,1.0903919895074314,212
2024-07-19,India,mobile,sports,Dog Racing from Rio de Janeiro,88,1.1042882223764832,242
2024-07-20,India,mobile,sports,Dog Racing from Rio de Janeiro,97,1.1067729949668055,272
2024-07-21,India,mobile,sports,Dog Racing from Rio de Janeiro,110,1.1424990180516141,291
2024-07-22,India,mobile,sports,Dog Racing from Rio de Janeiro,105,0.9548450990312621,271
2024-07-23,India,mobile,sports,Dog Racing from Rio de Janeiro,80,0.7671610841854983,223
2024-07-24,India,mobile,sports,Dog Racing from Rio de Janeiro,54,0.6871193265121188,150
2024-07-25,India,mobile,sports,Dog Racing from Rio de Janeiro,47,0.8740106274595577,129
2024-07-26,India,mobile,sports,Dog Racing from Rio de Janeiro,47,1.0148597880998924,132
2024-07-27,India,mobile,sports,Dog Racing from Rio de Janeiro,54,1.1617746133212181,143
2024-07-28,India,mobile,sports,Dog Racing from Rio de Janeiro,71,1.3257288401417453,196
2024-07-29,India,mobile,sports,Dog Racing from Rio de Janeiro,96,1.3646434396426892,265
2024-07-30,India,mobile,sports,Dog Racing from Rio de Janeiro,130,1.3613719616087756,340
2024-07-31,India,mobile,sports,Dog Racing from Rio de Janeiro,125,0.9666509901807847,344
2024-08-01,India,mobile,sports,Dog Racing from Rio de Janeiro,91,0.7284078201576567,247
2024-08-02,India,mobile,sports,Dog Racing from Rio de Janeiro,54,0.6038413260044799,152
2024-08-03,India,mobile,sports,Dog Racing from Rio de Janeiro,43,0.797532707541729,109
2024-08-04,India,mobile,sports,Dog Racing from Rio de Janeiro,39,0.9275566913637159,111
2024-08-05,India,mobile,sports,Dog Racing from Rio de Janeiro,43,1.1237868254761014,116
2024-08-06,India,mobile,sports,Dog Racing from Rio de Janeiro,55,1.2900817908501925,150
2024-08-07,India,mobile,sports,Dog Racing from Rio de Janeiro,75,1.3737969461785695,209
2024-08-08,India,mobile,sports,Dog Racing from Rio de Janeiro,110,1.4757200762369422,297
2024-08-09,India,mobile,sports,Dog Racing from Rio de Janeiro,146,1.3329984097010399,382
2024-08-10,India,mobile,sports,Dog Racing from Rio de Janeiro,150,1.0313435938114415,396
2024-08-11,India,mobile,sports,Dog Racing from Rio de Janeiro,112,0.7496465832982702,290
2024-08-12,India,mobile,sports,Dog Racing from Rio de Janeiro,40,0.36418809215967224,114
2024-08-13,India,mobile,sports,Dog Racing from Rio de Janeiro,22,0.5662340566123615,62
2024-08-14,India,mobile,sports,Dog Racing from Rio de Janeiro,16,0.7508802573629986,42
2024-08-15,India,mobile,sports,Dog Racing from Rio de Janeiro,15,0.9679707651497578,40
2024-07-17,India,desktop,sports,Dog Racing from Rio de Janeiro,962,1.0,3078
2024-07-18,India,desktop,sports,Dog Racing from Rio de Janeiro,1051,1.0933411827550568,2940
2024-07-19,India,desktop,sports,Dog Racing from Rio de Janeiro,1150,1.0949222714541675,3000
2024-07-20,India,desktop,sports,Dog Racing from Rio de Janeiro,1268,1.102632457889165,3374
2024-07-21,India,desktop,sports,Dog Racing from Rio de Janeiro,1440,1.1359747676889342,3755
2024-07-22,India,desktop,sports,Dog Racing from Rio de Janeiro,1386,0.9625513039612088,3576
2024-07-23,India,desktop,sports,Dog Racing from Rio de Janeiro,963,0.6952122555626066,2641
2024-07-24,India,desktop,sports,Dog Racing from Rio de Janeiro,616,0.6405024083478237,1707
2024-07-25,India,desktop,sports,Dog Racing from Rio de Janeiro,504,0.8193440328883349,1302
2024-07-26,India,desktop,sports,Dog Racing from Rio de Janeiro,475,0.9425689045413838,1302
2024-07-27,India,desktop,sports,Dog Racing from Rio de Janeiro,553,1.1653268860468682,1517
2024-07-28,India,desktop,sports,Dog Racing from Rio de Janeiro,760,1.3759131505693012,2127
2024-07-29,India,desktop,sports,Dog Racing from Rio de Janeiro,1113,1.465508020338496,3053
2024-07-30,India,desktop,sports,Dog Racing from Rio de Janeiro,1699,1.5273617122621608,4752
2024-07-31,India,desktop,sports,Dog Racing from Rio de Janeiro,1797,1.0578999469295056,4927
2024-08-01,India,desktop,sports,Dog Racing from Rio de Janeiro,1343,0.7474674396202666,3682
2024-08-02,India,desktop,sports,Dog Racing from Rio de Janeiro,706,0.5259256327669894,1879
2024-08-03,India,desktop,sports,Dog Racing from Rio de Janeiro,488,0.691492658275769,1364
2024-08-04,India,desktop,sports,Dog Racing from Rio de Janeiro,409,0.8393987143022826,1112
2024-08-05,India,desktop,sports,Dog Racing from Rio de Janeiro,422,1.0324397276196233,1180
2024-08-06,India,desktop,sports,Dog Racing from Rio de Janeiro,512,1.2134446338545803,1376
2024-08-07,India,desktop,sports,Dog Racing from Rio de Janeiro,688,1.344036607107125,1849
2024-08-08,India,desktop,sports,Dog Racing from Rio de Janeiro,1045,1.5198337471021897,2895
2024-08-09,India,desktop,sports,Dog Racing from Rio de Janeiro,1660,1.5891791528557846,4508
2024-08-10,India,desktop,sports,Dog Racing from Rio de Janeiro,2375,1.431242337383132,6194
2024-08-11,India,desktop,sports,Dog Racing from Rio de Janeiro,2384,1.0037997077341365,6216
2024-08-12,India,desktop,sports,Dog Racing from Rio de Janeiro,0,-0.14970334929957452,0
2024-08-13,India,desktop,sports,Dog Racing from Rio de Janeiro,0,,0
2024-08-14,India,desktop,sports,Dog Racing from Rio de Janeiro,0,,0
2024-08-15,India,desktop,sports,Dog Racing from Rio de Janeiro,0,,0
2024-07-17,India,mobile,drama,Town Talk,901,1.0,2886
2024-07-18,India,mobile,drama,Town Talk,940,1.0438686951339058,3318
2024-07-19,India,mobile,drama,Town Talk,990,1.0535742965473691,3751
2024-07-20,India,mobile,drama,Town Talk,1063,1.0741596088022805,3870
2024-07-21,India,mobile,drama,Town Talk,1249,1.1755887551581823,4641
2024-07-22,India,mobile,drama,Town Talk,1295,1.0371291758723034,4762
2024-07-23,India,mobile,drama,Town Talk,1151,0.8888613730214474,4232
2024-07-24,India,mobile,drama,Town Talk,797,0.6930155542110802,2932
2024-07-25,India,mobile,drama,Town Talk,657,0.8251924137085846,2515
2024-07-26,India,mobile,drama,Town Talk,597,0.9094093467736284,2196
2024-07-27,India,mobile,drama,Town Talk,626,1.0494236988731467,2373
2024-07-28,India,mobile,drama,Town Talk,755,1.2069664154374036,2918
2024-07-29,India,mobile,drama,Town Talk,949,1.2581375259331165,3563
2024-07-30,India,mobile,drama,Town Talk,1256,1.3235529935835046,4524
2024-07-31,India,mobile,drama,Town Talk,1414,1.1260696073943903,5252
2024-08-01,India,mobile,drama,Town Talk,1297,0.9175704828211069,4963
2024-08-02,India,mobile,drama,Town Talk,979,0.7554819577891754,3566
2024-08-03,India,mobile,drama,Town Talk,781,0.7978649053868314,2958
2024-08-04,India,mobile,drama,Town Talk,721,0.9237331128749033,2679
2024-08-05,India,mobile,drama,Town Talk,738,1.0241370166628203,2632
2024-08-06,India,mobile,drama,Town Talk,784,1.0628424629955295,2913
2024-08-07,India,mobile,drama,Town Talk,868,1.1081972039634185,3323
2024-08-08,India,mobile,drama,Town Talk,1053,1.2140927221159135,3874
2024-08-09,India,mobile,drama,Town Talk,1287,1.2230832072819455,4591
2024-08-10,India,mobile,drama,Town Talk,1451,1.1276530411866401,5605
2024-08-11,India,mobile,drama,Town Talk,1596,1.100196031518206,5750
2024-08-12,India,mobile,drama,Town Talk,1133,0.7102386331830245,4083
2024-08-13,India,mobile,drama,Town Talk,596,0.5266125678528409,2260
2024-08-14,India,mobile,drama,Town Talk,388,0.6516783260781261,1485
2024-08-15,India,mobile,drama,Town Talk,335,0.8656952414002135,1210
2024-07-17,India,desktop,drama,Town Talk,69,1.0,222
2024-07-18,India,desktop,drama,Town Talk,70,1.0272035905167054,273
2024-07-19,India,desktop,drama,Town Talk,76,1.0972064944191349,288
2024-07-20,India,desktop,drama,Town Talk,90,1.1918449816011627,319
2024-07-21,India,desktop,drama,Town Talk,103,1.153215837976349,389
2024-07-22,India,desktop,drama,Town Talk,105,1.0205047472989395,405
2024-07-23,India,desktop,drama,Town Talk,75,0.7176805318780248,271
2024-07-24,India,desktop,drama,Town Talk,46,0.6173745278727284,175
2024-07-25,India,desktop,drama,Town Talk,35,0.7628843205430103,126
2024-07-26,India,desktop,drama,Town Talk,33,0.9455788703574385,119
2024-07-27,India,desktop,drama,Town Talk,36,1.099992413913002,136
2024-07-28,India,desktop,drama,Town Talk,47,1.3099158951184444,178
